user_id,product_id,interaction_type,interaction_score,rating,review_sentiment,timestamp,session_id
281,183,click,2,,,2025-03-05 23:30:29,b4ad84c07ae7
324,113,click,2,,,2024-08-13 16:47:39,b8f70ae8dfe2
352,174,purchase,5,5,positive,2024-05-18 02:40:08,c7990870ee43
258,153,click,2,,,2025-08-13 21:52:27,985ee99daedb
181,27,click,2,,,2025-11-25 06:52:11,eb74d3597e51
431,61,add_to_cart,3,,,2024-01-20 15:06:24,1a2b7426fd65
196,4,view,1,,,2025-08-05 16:27:44,41ba681a4955
403,52,click,2,,,2024-04-23 17:37:22,ffca524c97f9
430,52,view,1,,,2025-02-24 08:10:44,9e74ab6cc5b5
17,128,view,1,,,2025-11-05 05:21:07,271f022b4c40
346,58,click,2,,,2025-03-11 22:50:29,340e2b910c6c
200,184,click,2,,,2024-02-06 11:46:06,ab9292a8cad0
475,126,purchase,5,5,positive,2024-08-30 20:17:33,19943a86ac7c
495,133,click,2,,,2024-06-06 17:49:12,45c4d36991e5
318,114,add_to_cart,3,,,2025-07-01 07:14:16,f10f737408f4
364,194,click,2,,,2025-07-27 13:42:22,91e2d225ca6e
309,79,view,1,,,2024-05-17 19:27:30,db85149123b9
350,12,click,2,,,2024-04-02 16:54:58,546d25f2fb6b
194,117,click,2,,,2024-04-11 00:36:57,1be1162997b9
83,116,view,1,,,2024-12-28 05:02:46,222cadae0ae7
364,11,view,1,,,2024-09-07 14:15:34,6cae24fd5fc0
306,20,view,1,,,2025-03-20 19:28:22,9c235858a1e2
282,120,click,2,,,2024-05-22 19:34:06,8f73193b20a9
267,165,view,1,,,2025-02-25 19:44:52,c069eb870a32
275,23,view,1,,,2024-06-14 17:12:11,da030755275d
340,156,view,1,,,2025-08-07 14:31:08,82c6a78cdb89
317,34,view,1,,,2024-09-25 18:02:36,c58b24966436
229,115,purchase,5,5,positive,2024-09-06 06:41:58,0dcbb49657cd
196,30,view,1,,,2025-02-23 14:45:12,d0632e1da2d7
371,156,click,2,,,2025-01-30 03:31:07,12519a81f4a8
229,118,add_to_cart,3,4,positive,2024-03-15 12:45:27,b0e088140435
86,198,click,2,,,2024-01-06 16:39:07,3b470bd43970
321,179,add_to_cart,3,,,2024-03-21 17:20:10,3ebe7b2dcec2
106,94,click,2,,,2025-12-30 22:13:49,963bff900781
37,40,view,1,,,2025-07-10 19:23:36,c437534e0b4e
170,137,view,1,,,2025-09-08 21:14:12,56abf85b38d4
129,114,add_to_cart,3,,,2024-12-16 09:35:30,3c03444b32e7
323,120,view,1,,,2025-06-06 23:11:53,0395983e42a2
61,71,click,2,,,2025-03-30 20:31:28,1716d36e2e4c
24,19,view,1,,,2025-01-25 13:33:36,7b7ecfa08729
55,20,click,2,,,2024-08-06 15:51:55,6dba3763f0dd
392,98,view,1,,,2025-05-28 04:46:21,9b17fb1a3f65
16,200,view,1,,,2025-08-03 00:30:06,11f55d8ddc19
201,140,view,1,,,2025-05-07 11:28:04,f60465488d6e
74,189,purchase,5,1,negative,2025-11-10 10:50:14,6e4e8f9aa03e
285,102,view,1,,,2025-04-08 10:27:11,8cadcfb99d32
202,72,view,1,,,2025-08-04 05:15:33,daa53686cbc7
380,89,view,1,,,2025-12-04 10:07:48,f3d3cfbbebb9
331,37,view,1,,,2024-06-20 11:47:09,cb28aa9f3eff
316,50,view,1,,,2025-06-05 03:56:05,858297be2479
410,37,add_to_cart,3,,,2025-03-02 07:19:34,606cbe732795
237,19,view,1,,,2024-02-22 07:43:58,a938df01cb99
129,131,purchase,5,4,positive,2025-06-05 09:51:22,b5e9e94aedf5
336,118,click,2,,,2025-11-30 03:25:36,fea125399bf4
100,161,view,1,,,2025-05-27 04:31:18,0735c5de1ac8
157,40,click,2,,,2024-10-10 02:39:00,f09f1cf43ced
414,94,view,1,,,2024-08-31 06:44:48,59ec68eb8c43
127,183,click,2,,,2024-12-04 17:56:30,0d35a4dac814
142,35,click,2,,,2024-09-14 12:46:52,368ae2bae301
450,161,view,1,,,2024-08-25 06:24:25,153168e032e2
250,177,click,2,,,2024-03-04 16:06:01,5bc5b86cf564
431,42,add_to_cart,3,5,positive,2025-05-01 17:01:21,75ae2a595070
40,5,add_to_cart,3,,,2025-09-23 04:45:08,918b923ac020
298,179,add_to_cart,3,,,2025-02-26 03:00:08,4776afbd4175
458,121,click,2,,,2024-04-25 10:43:10,0b5400b8545e
188,19,view,1,,,2025-01-24 05:36:46,052b7386d5e2
262,156,click,2,,,2025-05-29 17:13:20,ee9aa00c922e
123,158,click,2,,,2025-08-11 03:20:39,43a3f7a2b4df
264,11,view,1,,,2025-03-15 11:30:36,f31d9c27e535
338,38,click,2,,,2025-01-10 13:09:24,ac745aa7e40c
481,48,click,2,,,2024-06-29 00:07:53,d722edc80ae8
33,48,view,1,,,2024-06-09 14:32:53,a0b34bd494ff
266,93,view,1,,,2025-12-13 22:55:56,1e108ef3830d
233,11,purchase,5,4,positive,2025-06-30 14:35:40,1221889cf668
496,51,add_to_cart,3,4,positive,2024-05-15 00:47:43,0a95bbd2cebd
193,94,click,2,,,2025-11-28 16:09:27,1b93133c9bd3
428,182,view,1,,,2025-12-05 16:13:28,3bf1b8ede101
115,56,add_to_cart,3,,,2025-09-07 16:12:21,f5952be433a9
247,2,click,2,,,2024-04-17 22:33:25,d1007693493f
226,137,click,2,,,2024-08-06 02:40:07,a69e3b1d6b9f
109,110,view,1,,,2025-07-11 03:29:29,ef2ac6565990
419,180,view,1,,,2024-09-13 11:50:08,545b54c7161a
369,31,view,1,,,2025-04-03 21:08:26,714df237cdcb
83,106,view,1,,,2024-02-03 12:16:07,79bf7cda3b09
66,143,view,1,,,2025-02-02 04:21:17,4749f1353121
21,38,view,1,,,2024-07-19 14:18:31,72bdc0d09c66
473,26,click,2,,,2025-03-13 18:21:11,a06171cc3b3f
327,118,purchase,5,3,neutral,2025-04-16 02:27:43,c08372d9cf1c
242,44,view,1,,,2024-11-15 01:14:56,3b95475f0b0e
308,177,click,2,,,2025-01-31 18:05:37,260d44372900
136,187,purchase,5,4,positive,2024-02-23 11:19:28,82d39f1691e1
118,108,view,1,,,2024-06-06 04:03:01,a66f9d68f4ff
268,130,click,2,,,2025-10-03 23:20:28,e21dac005265
77,46,view,1,,,2025-04-22 11:44:11,e178cffbb7aa
308,200,click,2,,,2024-04-01 06:39:52,95e2dd7c06bd
48,42,add_to_cart,3,,,2024-01-01 22:22:24,aa1643f35960
460,174,click,2,,,2025-02-09 11:36:35,15f25fed4424
216,36,click,2,,,2024-11-29 04:19:27,96dcc4390d86
118,124,click,2,,,2024-10-23 02:45:48,fced07b34b15
180,40,view,1,,,2024-07-16 16:33:35,dafee2f517f9
245,22,view,1,,,2025-11-12 00:06:31,76cdb96ca29e
279,46,view,1,,,2025-07-31 14:33:36,623e60d54774
405,199,view,1,,,2024-01-06 14:06:24,20e94f46dcb9
193,177,add_to_cart,3,,,2024-03-23 18:51:18,46f578eed685
80,182,view,1,,,2025-02-20 09:43:10,947e3cb23766
217,51,purchase,5,4,positive,2024-06-07 05:07:30,307b2dad56a2
212,163,view,1,,,2025-03-10 06:15:51,bc48ba70d892
285,119,click,2,,,2025-08-24 08:01:52,83be3e610a08
362,174,add_to_cart,3,,,2025-08-03 20:16:01,222d0322468a
118,110,view,1,,,2025-01-29 20:12:37,3aa5392206a9
206,141,click,2,,,2025-06-15 17:12:22,a43364376cdb
362,190,purchase,5,1,negative,2024-03-11 18:00:51,bbd21d3c8c1b
422,94,view,1,,,2024-07-23 08:23:25,213b0743332e
114,168,click,2,,,2025-12-23 21:13:32,9407616c8568
206,134,view,1,,,2025-04-09 01:41:45,32408ddab862
30,45,click,2,,,2024-12-06 23:01:55,2924914c135c
6,151,view,1,,,2025-08-31 22:03:47,5d9a02a23bba
307,114,click,2,,,2025-06-07 12:43:30,0620fb736992
19,1,purchase,5,2,negative,2024-08-02 07:50:09,f5e12192c4b2
400,125,view,1,,,2024-06-04 14:03:22,e4b4d6f4fc3c
266,104,add_to_cart,3,,,2025-07-18 00:12:23,8ba4b2850cf4
425,155,view,1,,,2025-09-25 10:17:57,7fee86863870
142,13,view,1,,,2024-11-09 18:17:39,0744ddb9f24d
295,111,view,1,,,2024-03-23 16:39:02,6a883c68635e
287,118,view,1,,,2024-03-31 21:12:20,0ac3b7617541
412,182,add_to_cart,3,,,2025-03-22 12:47:55,50b8bd4a50ac
129,97,click,2,,,2025-08-21 01:13:43,92a86b3f70e5
125,199,view,1,,,2024-12-23 20:27:05,17fbd06ada8e
460,68,view,1,,,2024-07-19 06:06:31,da05d6219703
35,15,click,2,,,2024-06-27 14:12:30,7ddb3c16ae1b
410,56,click,2,,,2024-01-08 13:15:12,38305cadfdf3
359,64,view,1,,,2024-11-05 20:36:21,fad6e165c246
345,88,view,1,,,2025-12-24 10:29:03,8c0526603a3c
92,188,view,1,,,2025-03-21 14:46:42,f2fd537cabc4
138,79,view,1,,,2024-06-04 02:03:14,a7a04f708603
121,68,view,1,,,2024-06-06 11:50:33,4b07e66ea7e1
428,188,view,1,,,2024-03-23 20:49:57,391154d98a24
62,174,purchase,5,4,positive,2024-01-06 03:28:27,bf8448c01f11
392,11,add_to_cart,3,,,2024-09-01 23:47:50,78ef4c1ffb90
253,148,add_to_cart,3,,,2025-08-16 14:52:56,05aecd681912
469,125,view,1,,,2025-03-23 21:49:05,f8167a010f6f
66,160,view,1,,,2025-02-24 00:38:42,cfd748f1c07d
17,125,add_to_cart,3,,,2024-12-21 02:45:06,ea900c92d2ce
500,63,view,1,,,2024-01-07 12:56:03,e0d6a4e17f52
7,98,click,2,,,2024-09-09 18:34:13,a205dd9e8be1
186,67,view,1,,,2024-07-23 03:51:40,63eecfdce83e
122,154,view,1,,,2025-01-22 09:44:49,cfd03412c202
218,156,view,1,,,2024-11-07 03:35:14,ed3db449cfb2
144,42,purchase,5,5,positive,2025-09-24 09:36:50,9cd411d1579d
52,61,click,2,,,2025-10-27 02:45:06,c5967f31b728
196,10,view,1,,,2024-01-08 13:36:34,72be3bfa4d8a
91,108,purchase,5,5,positive,2025-02-05 13:42:30,2daade31954d
274,125,view,1,,,2025-03-12 15:01:12,75581a3a2377
440,191,view,1,,,2024-05-06 20:54:48,2324e4129960
31,182,view,1,,,2025-05-04 05:28:57,212879550f57
50,121,view,1,,,2024-10-06 20:36:05,73bad1e9663b
287,116,view,1,,,2024-11-15 19:46:46,a47c50408f0c
63,46,click,2,,,2025-05-19 18:22:14,a5862db026aa
333,184,view,1,,,2025-06-06 21:13:26,49d2039697d7
262,161,add_to_cart,3,,,2024-08-10 13:11:11,fad1236dcf9c
238,38,add_to_cart,3,,,2025-12-22 05:44:14,941dfc5a6e2a
173,59,add_to_cart,3,3,neutral,2024-06-26 06:17:26,d9f0b46a9907
161,151,click,2,,,2025-04-15 05:11:37,0d14a867dc4a
331,29,click,2,,,2025-12-30 03:56:17,cfea5d920e00
186,134,purchase,5,4,positive,2024-05-22 19:53:13,b5719e9a69e3
438,181,click,2,,,2025-07-31 18:50:29,f6e8fea6a13c
359,54,view,1,,,2024-03-21 00:13:58,586e252e0dc3
49,31,click,2,,,2024-01-21 11:28:39,c13101d0b29d
395,39,view,1,,,2025-04-25 02:15:34,3332ecde227e
80,190,view,1,,,2024-07-11 03:48:19,1e33749ddf84
378,9,view,1,,,2025-10-13 07:06:15,da978cf93031
88,89,add_to_cart,3,,,2025-01-04 20:10:03,3e081d02c75e
240,139,purchase,5,4,positive,2024-04-14 22:43:27,4e02d1e755c0
497,139,view,1,,,2025-04-09 03:46:36,01792fb809ad
234,163,add_to_cart,3,,,2025-05-11 22:29:05,4af1b8f84318
328,89,view,1,,,2024-06-25 09:58:51,c16ea864dd83
413,20,view,1,,,2024-07-20 19:09:15,ff48eeda1384
80,166,click,2,,,2025-08-11 23:36:51,402908833c01
435,151,view,1,,,2024-01-07 11:02:31,bb8eaefa04a8
353,194,view,1,,,2024-01-08 02:14:38,81ebbefd1ee4
393,118,click,2,,,2025-09-10 20:49:14,0064f84b7b47
4,145,view,1,,,2025-03-11 09:29:26,0262dbee6cae
224,176,click,2,,,2025-05-16 18:08:28,c18e9a640530
200,57,view,1,,,2024-11-23 23:06:45,191e9c71af1c
321,183,view,1,,,2025-07-31 01:09:39,0fe9cdeaf6d2
273,106,view,1,,,2024-02-23 04:15:38,6530abad30f4
94,140,click,2,,,2025-04-24 19:18:39,e3678c1662d7
232,197,view,1,,,2024-01-16 01:33:23,490d79fa52ba
78,2,view,1,,,2024-03-20 10:30:57,85e3b9772f79
145,161,click,2,,,2024-06-29 19:54:08,a69dace72289
47,65,view,1,,,2024-11-22 09:53:52,5218744aa29b
160,128,purchase,5,4,positive,2025-09-06 17:13:33,8a65295fba0f
17,109,view,1,,,2025-08-25 11:13:05,3067c13a5451
201,130,view,1,,,2025-11-26 17:02:20,aa2aa2989c5a
431,58,add_to_cart,3,5,positive,2024-07-12 08:59:41,22b58ee402c8
198,114,view,1,,,2024-01-27 00:40:37,ba0c17b9ed17
102,73,click,2,,,2024-06-10 21:44:10,ed24bb137eb5
243,86,purchase,5,3,neutral,2025-07-19 15:19:23,68c2a9fca99f
22,141,click,2,,,2024-07-15 18:05:30,844553754dff
247,51,view,1,,,2024-02-10 10:58:53,ab96dceaac24
443,29,view,1,,,2024-12-03 05:21:35,d0d5dbd3d65d
167,117,click,2,,,2024-11-03 10:24:05,d1cbd52a53c9
405,168,click,2,,,2025-06-20 12:32:22,26efe042fa68
244,40,view,1,,,2024-03-10 12:01:34,0b8543bb8df0
128,138,click,2,,,2024-09-19 20:38:42,b90f606199b9
477,195,click,2,,,2024-02-16 10:17:21,6a3675de949e
183,180,click,2,,,2024-03-24 09:55:32,397545dfb2fe
65,153,purchase,5,5,positive,2025-08-10 17:51:51,dc860151e75d
178,113,click,2,,,2024-01-17 14:02:44,b8416854461f
353,174,view,1,,,2024-01-31 16:07:11,0a68f9b4c84a
249,144,view,1,,,2025-06-25 09:43:33,818a53145257
251,12,click,2,,,2024-09-08 09:50:55,ddbc265fd99e
375,11,view,1,,,2024-04-30 09:53:03,481d94e3f269
231,182,click,2,,,2024-12-18 16:38:44,a9be58590263
1,130,view,1,,,2024-05-24 02:36:35,5625d4ebd1c1
453,123,click,2,,,2024-07-04 11:18:14,9fb7ada9e29c
165,169,purchase,5,5,positive,2024-05-27 11:25:23,22f3095e0275
269,197,click,2,,,2025-04-21 03:52:47,e248ee5304e1
145,153,view,1,,,2025-02-10 09:09:53,0f1eb5f39638
338,9,view,1,,,2024-01-25 06:59:06,5286969ee760
104,79,view,1,,,2025-03-19 12:26:18,0504c3e77355
329,169,view,1,,,2025-04-29 15:39:10,4a24c82cdad5
360,103,view,1,,,2025-04-15 15:47:39,259b9c5e41ec
368,80,click,2,,,2025-12-22 02:41:58,4c90098566c3
456,120,add_to_cart,3,4,positive,2025-12-29 18:07:59,97aa1454c1b0
456,123,click,2,,,2024-02-15 06:47:28,f3f4eb34190a
422,136,view,1,,,2024-02-24 16:07:47,dacb822fe329
428,179,purchase,5,2,negative,2025-07-17 06:11:04,0a39efefc335
119,112,view,1,,,2025-05-25 05:03:56,b598f0e477e5
128,144,click,2,,,2025-03-09 12:30:49,f122ab8db871
213,197,click,2,,,2024-10-05 00:55:14,f1e4db00c224
346,94,add_to_cart,3,3,neutral,2024-11-07 21:34:05,90959754f3ef
259,143,click,2,,,2025-04-10 23:14:23,93f5edc40eb6
227,81,click,2,,,2024-09-09 03:59:28,bde40f9a7a8a
433,28,add_to_cart,3,,,2024-07-05 23:23:37,68623966b99c
289,157,click,2,,,2025-12-20 08:37:47,173fc495d16e
382,29,view,1,,,2024-11-04 10:18:16,34f11c2cfd37
1,73,click,2,,,2025-02-06 00:56:16,ae1fd5afd689
70,78,view,1,,,2024-06-21 08:16:04,d5668202eeac
110,6,click,2,,,2025-06-19 17:17:50,cefa9931d189
422,99,click,2,,,2025-12-20 04:26:43,14a5120789f6
293,102,view,1,,,2024-05-01 06:02:50,a634446187fe
71,82,view,1,,,2025-09-21 23:31:10,8a3243e5e420
154,59,click,2,,,2024-06-17 21:19:28,115ac21ba41b
376,54,click,2,,,2024-05-14 07:08:09,55034116932e
250,177,click,2,,,2025-09-28 12:52:18,3769742d72bf
465,86,view,1,,,2025-09-19 20:34:17,5502251b699c
296,4,purchase,5,4,positive,2025-11-14 08:31:15,dd3423be5898
419,173,add_to_cart,3,4,positive,2025-04-12 19:42:58,a8911c679d42
476,58,view,1,,,2025-02-11 07:12:51,d9a95299b25e
22,76,view,1,,,2025-06-25 23:21:01,60a27cc41031
114,191,purchase,5,5,positive,2025-03-22 19:31:39,bc0e0742aed3
259,160,view,1,,,2024-11-02 06:42:08,5688cf884752
76,138,view,1,,,2025-08-01 21:40:45,4f9a569ee66a
26,50,view,1,,,2025-01-24 18:39:39,1864fa05fb50
223,34,click,2,,,2025-01-08 13:02:42,107d4c4b25f1
287,125,click,2,,,2024-06-01 07:33:21,0814043f5b8f
288,189,click,2,,,2024-07-07 05:04:50,7b3b1009ca94
37,193,view,1,,,2025-12-18 19:10:56,cc69f0072dd3
295,126,view,1,,,2024-09-27 12:55:44,488bc18b5c0a
98,2,click,2,,,2024-05-11 11:08:48,abd57e29ef5a
180,114,click,2,,,2024-12-08 02:50:00,72371874f25a
23,60,view,1,,,2024-10-17 08:31:28,e904082b10e2
80,22,view,1,,,2024-02-12 08:39:44,d51192e7b5d4
125,38,add_to_cart,3,,,2024-01-11 16:00:25,4b4e1f5bdae0
176,29,view,1,,,2024-12-31 23:37:26,de75a80ad139
12,47,view,1,,,2025-02-10 10:22:58,e35e7d30e5fc
